"PROVINCIA","PORCENTAJEANALFABETISMO","POBLACIONTOTAL","PORCENTAJELENGUA","PORCENTAJENBI","Porcentaje Mujer","Porcentaje Hombre","Rural porcentaje","Urbano porcentaje","SIN WIFI","CON WIFI","UBIGEO","Departamento"
"PAUCAR DEL SARA SARA",13.3193409170865,9609,52.3779789780414,27.9581749417334,0.521802476844625,0.478197523155375,0.718571857185719,0.281428142814281,0.0288028802880288,0.971197119711971,"0508","AYACUCHO"
"PAUCARTAMBO",26.1223950552297,42504,84.1403162055336,32.5460585915799,0.501105778279691,0.498894221720309,0.904218647406435,0.0957813525935653,0.0152659225213395,0.98473407747866,"0811","CUSCO"
"PICOTA",7.17083300400825,40545,0.870637563201381,40.5786019778946,0.518140337896165,0.481859662103835,0.510644129739607,0.489355870260393,0.0519872087711284,0.948012791228872,"2207","SAN MARTIN"
"PISCO",3.45351868386364,150744,6.39561110226609,24.2976638903131,0.491847105025739,0.508152894974261,0.0899192132068844,0.910080786793116,0.258447488584475,0.741552511415525,"1105","ICA"
"PIURA",9.29478979288261,799321,2.53965553263332,29.1857880198191,0.492407931231633,0.507592068768367,0.120734256025021,0.879265743974979,0.246038125581554,0.753961874418446,"2001","PIURA"
"POMABAMBA",34.1605079614118,24794,81.9593450028233,31.4853995443276,0.475558602887795,0.524441397112205,0.770793302223442,0.229206697776558,0.0161954433159484,0.983804556684052,"0216","ANCASH"
"PUERTO INCA",7.87298149609447,32538,10.9717868338558,37.0360923709995,0.539062019792243,0.460937980207757,0.756359968620419,0.243640031379581,0.0149053009077664,0.985094699092234,"1009","HUANUCO"
"PUNO",15.9805941138986,219494,57.6065860570221,29.3404076717018,0.487648865117042,0.512351134882958,0.446749018732688,0.553250981267312,0.153051445974507,0.846948554025493,"2101","PUNO"
"PURUS",15.156425721184,2860,68.4265734265734,34.4298595220042,0.516433566433566,0.483566433566434,1,0,0.00436046511627907,0.995639534883721,"2504","UCAYALI"
"PUTUMAYO",7.56912037305162,7780,24.4858611825193,40.2130807941147,0.542287917737789,0.457712082262211,0.614849187935035,0.385150812064965,0.00986078886310905,0.990139211136891,"1608","LORETO"
"QUISPICANCHI",17.9764278051015,87430,71.910099508178,30.0598729033335,0.490712570056045,0.509287429943955,0.56474922074242,0.43525077925758,0.0528275917904708,0.947172408209529,"0812","CUSCO"
"RECUAY",12.5681203974851,17185,41.0357870235671,34.5209611468292,0.477509455920861,0.522490544079139,0.682463581043703,0.317536418956297,0.0425963488843813,0.957403651115619,"0217","ANCASH"
"REQUENA",6.49804491423376,58511,4.9870964434038,39.6913706169578,0.509186306848285,0.490813693151715,0.43010060362173,0.56989939637827,0.0262374245472837,0.973762575452716,"1605","LORETO"
"RIOJA",10.1175032111779,122544,2.37955346650999,32.9807492059481,0.501240370805588,0.498759629194412,0.229424532175749,0.770575467824251,0.0981697659412213,0.901830234058779,"2208","SAN MARTIN"
"RODRIGUEZ DE MENDOZA",9.21693608375699,29998,2.19014600973398,33.0205181506506,0.519167944529635,0.480832055470365,0.845986038394415,0.154013961605585,0.0212696335078534,0.978730366492147,"0106","AMAZONAS"
"SAN ANTONIO DE PUTINA",12.8960550493884,36113,77.0802758009581,39.4659777352353,0.523523384930634,0.476476615069366,0.366187219995284,0.633812780004716,0.0157981608111295,0.98420183918887,"2110","PUNO"
"SAN IGNACIO",12.4341727996203,130620,1.33517072423825,28.5481011179614,0.519039963252182,0.480960036747818,0.795289757774317,0.204710242225683,0.0210000537085773,0.978999946291423,"0609","CAJAMARCA"
"SAN MARCOS",18.8258183181379,48103,0.898072885267031,21.6892176896161,0.491403862544956,0.508596137455044,0.818444384739387,0.181555615260613,0.0259940891993552,0.974005910800645,"0610","CAJAMARCA"
"SAN MARTIN",5.98668727435744,193095,1.66187627851576,30.8452370267186,0.501229964525234,0.498770035474766,0.127401681176824,0.872598318823176,0.297376913839688,0.702623086160312,"2209","SAN MARTIN"
"SAN MIGUEL",13.1870991634586,46043,1.11634776187477,26.0589943600642,0.48428642790435,0.51571357209565,0.902416898853107,0.097583101146893,0.0162638501911488,0.983736149808851,"0611","CAJAMARCA"
"SAN PABLO",18.5316245222801,21102,0.597099800966733,20.7822101327627,0.474552175149275,0.525447824850725,0.834501676318196,0.165498323681804,0.0307832977750686,0.969216702224931,"0612","CAJAMARCA"
"SAN ROMAN",9.80036223954626,307417,48.2836017526682,20.9300805007577,0.488470058584919,0.511529941415081,0.113536217413011,0.886463782586989,0.159098309058152,0.840901690941848,"2111","PUNO"
"SANCHEZ CARRION",24.870976300283,144405,0.454277898964717,31.1595791834564,0.482434818738963,0.517565181261037,0.672050615982099,0.327949384017901,0.0381420230961138,0.961857976903886,"1309","LA LIBERTAD"
"SANDIA",11.979369964634,50742,74.4176421899019,42.6518906030441,0.528536518071814,0.471463481928186,0.937838778656323,0.062161221343677,0.00159132726639813,0.998408672733602,"2112","PUNO"
"SANTA CRUZ",15.8899951207716,37164,1.13550748035734,30.3879586239649,0.504197610590894,0.495802389409106,0.856270428350249,0.143729571649751,0.0221056253225529,0.977894374677447,"0613","CAJAMARCA"
"SANTIAGO DE CHUCO",14.74899016277,50896,1.43429739075762,29.0602510409785,0.502063030493555,0.497936969506445,0.676925219328784,0.323074780671216,0.0265979668569837,0.973402033143016,"1310","LA LIBERTAD"
"SATIPO",10.2173015210595,203985,32.1513836801726,44.6771571653702,0.515885972007746,0.484114027992254,0.666685803957592,0.333314196042408,0.0418723925441115,0.958127607455889,"1206","JUNIN"
"SECHURA",3.59626497683384,79177,0.476148376422446,27.110553088915,0.497796077143615,0.502203922856385,0.0494744561231973,0.950525543876803,0.14421901735517,0.85578098264483,"2008","PIURA"
"SIHUAS",14.3453894338344,26971,39.6092098921063,23.8788377109147,0.482666567795039,0.517333432204961,0.838984126984127,0.161015873015873,0.0349206349206349,0.965079365079365,"0219","ANCASH"
"SUCRE",16.8981481941757,9445,78.7718369507676,21.1739366931175,0.493382742191636,0.506617257808364,0.796014067995311,0.203985932004689,0.0199296600234467,0.980070339976553,"0509","AYACUCHO"
"SULLANA",7.22015233708898,311454,0.580824134543143,30.1904606000983,0.490309965516577,0.509690034483423,0.0839865755723361,0.916013424427664,0.180498621598945,0.819501378401055,"2006","PIURA"
"TACNA",4.11203159647534,306363,23.2364874348404,24.4635934980883,0.491410516282971,0.508589483717029,0.0724947802511712,0.927505219748829,0.310504939284713,0.689495060715287,"2301","TACNA"
"TAHUAMANU",3.5991954265111,11047,14.0038019371775,29.0732821433442,0.555625961799584,0.444374038200416,0.519551282051282,0.480448717948718,0.0766025641025641,0.923397435897436,"1703","MADRE DE DIOS"
"TALARA",1.77709160464407,144150,0.706902532084634,24.0554325800575,0.502414151925078,0.497585848074922,0.0167341078188226,0.983265892181177,0.228821302701997,0.771178697298003,"2007","PIURA"
"TAMBOPATA",4.05773278623918,111474,18.7146778621024,29.773810923378,0.516999479699302,0.483000520300698,0.0878888922879256,0.912111107712074,0.196702254581052,0.803297745418948,"1701","MADRE DE DIOS"
"TARATA",8.58853169367434,6094,26.5835247784706,29.6967020938398,0.562520511978996,0.437479488021004,0.623123732251521,0.376876267748479,0.0227180527383367,0.977281947261663,"2304","TACNA"
"TARMA",10.4936741780916,89590,9.68634892287086,30.1257428357992,0.482185511775868,0.517814488224132,0.326782849642701,0.673217150357299,0.130961061688785,0.869038938311215,"1207","JUNIN"
"TAYACAJA",19.5577652747018,81403,63.6401606820387,27.5168974809428,0.490424185840817,0.509575814159183,0.779458982180125,0.220541017819875,0.025405362016375,0.974594637983625,"0907","HUANCAVELICA"
"TOCACHE",8.65341304614619,69394,3.94126293339482,34.3145831275901,0.527221373605787,0.472778626394213,0.466782297908126,0.533217702091874,0.0836749710921896,0.91632502890781,"2210","SAN MARTIN"
"TRUJILLO",4.54811393285305,970016,0.828543034341702,13.7939764634068,0.481400306799063,0.518599693200937,0.0240170048865076,0.975982995113492,0.415876554752458,0.584123445247542,"1301","LA LIBERTAD"
"TUMBES",3.9680317157697,154962,0.788580426168996,27.7514102853335,0.503658961551864,0.496341038448136,0.0431406384814495,0.95685936151855,0.234545157754821,0.765454842245179,"2401","TUMBES"
"UCAYALI",5.01342257861863,54637,12.5848783791204,37.0208360229238,0.51304061350367,0.48695938649633,0.51077657124054,0.48922342875946,0.0217999341888779,0.978200065811122,"1606","LORETO"
"URUBAMBA",10.209222799864,60739,55.7911720640774,21.1526188409535,0.499860056965047,0.500139943034953,0.521794406102434,0.478205593897566,0.127557815716188,0.872442184283812,"0813","CUSCO"
"UTCUBAMBA",12.8978390457459,107237,0.858845361209284,32.052536303764,0.51003851282673,0.48996148717327,0.491730946259086,0.508269053740914,0.0446306700949116,0.955369329905088,"0107","AMAZONAS"
"VICTOR FAJARDO",21.8844690873211,20109,83.8331095529365,19.1295191030908,0.486598040678303,0.513401959321697,0.840363488403635,0.159636511596365,0.0141055201410552,0.985894479858945,"0510","AYACUCHO"
"VILCAS HUAMAN",24.1977750876191,16861,88.0908605658027,22.0670702841314,0.478619298973964,0.521380701026036,0.867909238249595,0.132090761750405,0.00583468395461912,0.994165316045381,"0511","AYACUCHO"
"VIRU",7.68651307134975,92324,0.93691781118669,18.9000986940045,0.498949352281097,0.501050647718903,0.189730580825752,0.810269419174248,0.128192792162351,0.871807207837649,"1312","LA LIBERTAD"
"YAROWILCA",20.1783662178118,19897,72.4682112881339,31.2761651242607,0.471980700608132,0.528019299391868,1,0,0.00930587337909992,0.9906941266209,"1011","HUANUCO"
"YAULI",3.7374957507777,40390,11.067095815796,27.1565385897134,0.551497895518693,0.448502104481307,0.217644845748683,0.782355154251317,0.171651617757713,0.828348382242287,"1208","JUNIN"
"YAUYOS",5.08218382199321,20463,11.5574451448957,37.052861869597,0.54185603283976,0.45814396716024,1,0,0.00320232896652111,0.996797671033479,"1510","LIMA"
"YUNGAY",23.9873633255628,50841,71.0351881355599,22.4706861730429,0.488090320804075,0.511909679195925,0.762379572862629,0.237620427137371,0.0432527117159604,0.95674728828404,"0220","ANCASH"
"YUNGUYO",23.3891876489676,36939,78.7649909309943,32.8789462212641,0.488318579279352,0.511681420720648,0.743577247093226,0.256422752906774,0.0238808048457843,0.976119195154216,"2113","PUNO"
"ZARUMILLA",5.14697824226722,48844,0.800507738923921,27.2956324209204,0.503808041929408,0.496191958070592,0.0584560143626571,0.941543985637343,0.163806104129264,0.836193895870736,"2403","TUMBES"
